# Vendor Raw Capture Session: round1
# Started: 2026-02-15T04:43:21.700322+00:00
# Format: raw vendor responses, no parsing applied

╔══VENDOR_CALL══════════════════════════════════════════
vendor: yfinance
endpoint: download
ticker: AAPL
timestamp: 2026-02-15T04:43:21.699353+00:00
params: start=2023-01-01 end=2024-01-01 interval=1d auto_adjust=true
call_number: 1
╠══RAW_PAYLOAD══════════════════════════════════════════
Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-01-03,123.0960236,128.8340031,122.2102267,128.2237934,112117500
2023-01-04,124.3656616,126.6293637,123.1058651,124.8872954,89113600
2023-01-05,123.0468063,125.7534031,122.7909153,125.1235048,80962700
2023-01-06,127.5742188,128.2336424,122.918876,124.0212018,87754700
2023-01-09,128.0958405,131.3043976,127.8399494,128.4107971,70790800
2023-01-10,128.666687,129.1883208,126.09788,128.2041038,63896200
2023-01-11,131.3831482,131.4028217,128.4009715,129.1784964,69458900
2023-01-12,131.3043823,132.1409577,129.3654738,131.7669655,71379600
2023-01-13,132.6330566,132.7905349,129.5819934,129.9461489,57809700
2023-01-17,133.7944641,135.1231481,132.0130337,132.7019826,63646600
2023-01-18,133.0759735,136.422305,132.8988067,134.6605633,69672800
2023-01-19,133.1350403,134.0995688,131.6587148,131.9638196,58280400
2023-01-20,135.6940002,135.8416418,132.101614,133.1448817,80223600
2023-01-23,138.8828735,141.0579999,135.7235301,135.940059,81760300
2023-01-24,140.2804565,140.9005181,138.0856567,138.0954935,66435100
2023-01-25,139.6210175,140.1820133,136.6191527,138.6663258,65799300
2023-01-26,141.687912,141.9733284,139.660412,140.910372,54105100
2023-01-27,143.6268005,144.9062858,140.8217907,140.9005299,70555800
2023-01-30,140.7430267,143.252783,140.5954002,142.6720986,64015300
2023-01-31,142.0126801,142.0618939,140.0344091,140.4477785,65874500
2023-02-01,143.1346436,144.2960272,139.0895269,141.6976954,77663600
2023-02-02,148.4396057,148.7939094,145.8314218,146.549896,118339000
2023-02-03,152.0615387,154.8960887,145.4968126,145.693653,154357300
2023-02-06,149.3352509,150.6836384,148.4002476,150.1620046,69858300
2023-02-07,152.209137,152.7799846,148.2624326,148.2624326,83322600
2023-02-08,149.5222473,152.1402682,148.7840846,151.4513193,64120100
2023-02-09,148.4888153,151.8942128,148.0459207,151.3528904,56007100
2023-02-10,148.8535309,149.1788202,147.0890992,147.3256773,57450700
2023-02-13,151.6529846,152.0571183,148.764818,148.7943884,62199000
2023-02-14,151.0122681,151.5741356,148.7056874,149.9476889,61707600
2023-02-15,153.1118469,153.2794175,150.6968366,150.9235479,65573800
2023-02-16,151.5149994,154.0975805,151.1601397,151.3178434,68167900
2023-02-17,150.3715668,150.8151377,148.695846,150.1744258,59144100
2023-02-21,146.3596649,149.1394018,146.2906724,148.0551041,58867200
2023-02-22,146.7835388,147.8086808,145.0585292,146.7441016,51011300
2023-02-23,147.26651,148.1930889,145.137367,147.946659,48394200
2023-02-24,144.6149597,145.088101,143.6390917,145.0092416,55469600
2023-02-27,145.8076477,147.0397973,145.3443583,145.600655,44998500
2023-02-28,145.3049469,146.951097,144.7332277,144.9500872,50547000
2023-03-01,143.2349243,145.1275043,142.9392054,144.7332224,55479000
2023-03-02,143.8263855,144.6149644,141.845079,142.3182353,52238100
2023-03-03,148.8732452,148.9521046,145.2260854,145.9259379,70732300
2023-03-06,151.6332703,154.0679992,151.2685588,151.5938331,87558000
2023-03-07,149.4351196,151.8304114,148.9718301,151.5051221,56182000
2023-03-08,150.6869812,151.2784191,149.6618392,150.6278404,47204800
2023-03-09,148.4395447,152.333135,148.0846849,151.3671338,53833600
2023-03-10,146.3793945,148.7845533,145.5021045,148.0649821,68572400
2023-03-13,148.3212433,150.9531131,145.5907955,145.6992253,84457100
2023-03-14,150.4109497,151.2093802,147.9565175,149.1196594,73695900
2023-03-15,150.8052368,151.0615185,147.7790706,149.0309386,77167900
2023-03-16,153.6244354,154.2257251,149.4745485,149.987127,76161100
2023-03-17,152.7865601,154.5017178,152.0768406,153.8511392,98944600
2023-03-20,155.1522827,155.5662982,151.9486935,152.8555689,73641400
2023-03-21,157.0054016,157.1236831,154.3045248,155.0733998,73938300
2023-03-22,155.5761566,159.8246065,155.556438,157.0251659,75701800
2023-03-23,156.6604004,159.2429958,155.428251,156.5618375,67622100
2023-03-24,157.9616089,158.0503201,155.5958872,156.5914589,59196500
2023-03-27,156.0197144,158.4741618,155.6155657,157.6560127,52390300
2023-03-28,155.3986969,156.2267128,153.7525469,155.7141344,45992200
2023-03-29,158.4741821,158.7501825,157.0744618,157.0941653,51305700
2023-03-30,160.0414581,160.1498879,158.9670272,159.2233089,49501700
2023-03-31,162.545166,162.643744,159.5978739,160.1203041,68749800
2023-04-03,163.7970428,163.9153244,161.8748924,161.9241814,56976200
2023-04-04,163.2647705,164.457483,162.752192,164.2209199,46278300
2023-04-05,161.4214783,162.6930653,159.4894758,162.3874946,51511700
2023-04-06,162.3086243,162.6043432,159.686606,160.1104583,45390100
2023-04-10,159.7162018,159.7162018,157.7940509,159.114912,47716900
2023-04-11,158.5037384,160.0414588,158.2178713,160.031607,47644200
2023-04-12,157.813736,159.7457382,157.4982984,158.9177373,50133100
2023-04-13,163.1957703,163.4323484,159.1148908,159.3218986,68445600
2023-04-14,162.850769,163.9449186,161.4806192,162.2396126,49386500
2023-04-17,162.8704834,163.0282022,161.6876226,162.7324832,41516200
2023-04-18,164.0927582,165.0193371,163.2844608,163.7280467,49923000
2023-04-19,165.2362061,165.7586363,163.1760404,163.4323371,47720200
2023-04-20,164.2702026,165.472782,163.1957716,163.7182019,52456400
2023-04-21,162.6634827,164.0730547,162.1410524,162.6930531,58337300
2023-04-24,162.9690552,163.2352037,161.5496163,162.6437658,41949600
2023-04-25,161.4313202,163.9350416,161.391883,162.8310404,48714100
2023-04-26,161.4214783,162.9197767,160.4751956,160.7314774,45498800
2023-04-27,166.0050812,166.1529331,162.8310621,162.8310621,64902300
2023-04-28,167.2569427,167.4245284,165.482659,166.0839487,55275900
2023-05-01,167.1681976,168.0159172,166.2317669,166.8626269,52472900
2023-05-02,166.133194,167.9173593,165.1474743,167.6610625,48425700
2023-05-03,165.0587616,168.4792102,164.7729095,167.07949,65136000
2023-05-04,163.4224701,164.6546198,161.9636091,162.5353283,81235400
2023-05-05,171.0914154,171.8109867,168.3215298,168.5383894,113453200
2023-05-08,171.0223999,171.3674079,169.6522499,170.0169614,55962800
2023-05-09,169.3170776,171.0617907,169.1495071,170.5787977,45326900
2023-05-10,171.0815125,171.5448019,169.4452141,170.5492304,53724500
2023-05-11,171.2687988,172.0967998,169.7113599,171.3673768,49514700
2023-05-12,170.3409576,171.811702,168.7912298,171.377383,45533100
2023-05-15,169.8474121,170.9726863,169.2551562,170.9233292,37266700
2023-05-16,169.8474121,170.9035833,169.5808954,169.7684436,42110300
2023-05-17,170.4594116,170.696302,168.2187284,169.4920742,57951600
2023-05-18,172.7889099,172.9764581,170.3508133,170.7653864,65496700
2023-05-19,172.8974762,174.1115842,172.6803167,174.1115842,55809500
2023-05-22,171.9498901,172.4533122,171.2095777,171.7327306,43570900
2023-05-23,169.3440094,171.1405082,169.0676273,170.8937374,50747300
2023-05-24,169.6203918,170.192902,168.3174497,168.8800794,45143500
2023-05-25,170.7555389,171.6537733,169.4723277,170.1830288,56058300
2023-05-26,173.1640015,173.4996212,170.8739762,171.0812703,54835000
2023-05-30,175.0098724,176.6780456,174.2893058,174.6742677,55964400
2023-05-31,174.960495,177.0333757,174.4768188,175.0394635,99625300
2023-06-01,177.7637939,177.7934052,174.6446077,175.4046659,68901800
2023-06-02,178.6127167,179.4319976,176.9445435,178.6916851,61996900
2023-06-05,177.2604065,182.5610386,175.7402899,180.2710133,121946500
2023-06-06,176.8951721,177.7934063,175.1381503,177.6453499,64848400
2023-06-07,175.5231476,178.8693591,175.029606,176.1351344,61944600
2023-06-08,178.2376404,178.504142,175.1678107,175.6021147,50214900
2023-06-09,178.6225891,179.876174,178.2968498,179.1556074,48900000
2023-06-12,181.4160309,181.5147452,178.6324638,178.9285918,54274900
2023-06-13,180.942215,181.7713612,180.0834574,180.438808,54929100
2023-06-14,181.5739746,182.0082937,179.668911,181.0014645,57462900
2023-06-15,183.6073303,184.1107524,181.4061391,181.5838219,65433200
2023-06-16,182.5314331,184.5747027,181.889835,184.3180514,101256200
2023-06-20,182.6202698,183.696202,182.0280289,182.0280289,49799100
2023-06-21,181.5838318,183.0150994,180.2315176,182.5116773,49515700
2023-06-22,184.584549,184.6339061,181.2975603,181.3666633,51245300
2023-06-23,184.2686768,185.1373148,182.6202497,183.153283,53117000
2023-06-26,182.8768921,185.6209819,182.8374003,184.4167393,48088700
2023-06-27,185.6308746,185.9566139,183.2717463,183.4889058,50730800
2023-06-28,186.805481,187.447079,185.1767998,185.502524,51216800
2023-06-29,187.141098,187.6149088,186.4995,186.637691,46347300
2023-06-30,191.4645233,191.9679303,188.7895213,189.1547523,85213200
2023-07-03,189.9740448,191.3757012,189.2830745,191.2769868,31458200
2023-07-05,188.8586426,190.4873239,188.1578068,189.095548,46920300
2023-07-06,189.332428,189.5397221,186.7561402,187.3878729,45094300
2023-07-07,188.2169952,190.181296,187.7826913,188.9375767,46815000
2023-07-10,186.1737671,187.5359468,184.6240392,186.8153652,59922200
2023-07-11,185.650589,186.8548316,184.1897102,186.7166405,46638100
2023-07-12,187.3187714,189.2238346,186.0355603,187.2299224,60750200
2023-07-13,188.0787964,188.7204094,187.3286187,188.0393197,41342300
